CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,FullName
11029,Mr.,Jimmy,Moreno,1946-12-21,M,M,jimmy9@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Mr. Jimmy Moreno
11030,Mrs.,Bethany,Yuan,1947-02-22,M,F,bethany10@adventure-works.com,10000.0,2.0,Partial High School,Clerical,Y,Mrs. Bethany Yuan
11031,Mrs.,Theresa,Ramos,1947-08-22,M,F,theresa13@adventure-works.com,20000.0,4.0,High School,Skilled Manual,Y,Mrs. Theresa Ramos
11032,Mrs.,Denise,Stone,1947-06-11,M,F,denise10@adventure-works.com,20000.0,4.0,High School,Skilled Manual,Y,Mrs. Denise Stone
11033,Mr.,Jaime,Nath,1947-09-23,M,M,jaime41@adventure-works.com,20000.0,4.0,High School,Skilled Manual,Y,Mr. Jaime Nath
11034,Mrs.,Ebony,Gonzalez,1947-06-19,M,F,ebony19@adventure-works.com,20000.0,4.0,High School,Skilled Manual,Y,Mrs. Ebony Gonzalez
11036,Ms.,Jennifer,Russell,1978-12-18,M,F,jennifer93@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Ms. Jennifer Russell
11037,Ms.,Chloe,Garcia,1977-11-27,S,F,chloe27@adventure-works.com,40000.0,0.0,Partial High School,Clerical,N,Ms. Chloe Garcia
11038,Mrs.,Diana,Hernandez,1948-03-23,M,F,diana2@adventure-works.com,10000.0,2.0,Partial High School,Clerical,Y,Mrs. Diana Hernandez
11039,Mr.,Marc,Martin,1948-12-17,M,M,marc3@adventure-works.com,30000.0,3.0,Partial College,Clerical,Y,Mr. Marc Martin
11040,Mr.,Jesse,Murphy,1977-08-01,M,M,jesse15@adventure-works.com,30000.0,0.0,Partial College,Skilled Manual,Y,Mr. Jesse Murphy
11041,Ms.,Amanda,Carter,1977-10-16,M,F,amanda53@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Ms. Amanda Carter
11042,Ms.,Megan,Sanchez,1977-06-13,M,F,megan28@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,Ms. Megan Sanchez
11043,Mr.,Nathan,Simmons,1976-02-24,M,M,nathan11@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,Y,Mr. Nathan Simmons
11044,Mr.,Adam,Flores,1949-05-24,M,M,adam10@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Mr. Adam Flores
11045,Mr.,Leonard,Nara,1950-05-19,S,M,leonard18@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mr. Leonard Nara
11046,Mrs.,Christine,Yuan,1950-03-22,M,F,christine4@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mrs. Christine Yuan
11047,Mrs.,Jaclyn,Lu,1950-02-27,M,F,jaclyn12@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mrs. Jaclyn Lu
11048,Mr.,Jeremy,Powell,1950-11-22,M,M,jeremy26@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mr. Jeremy Powell
11049,Ms.,Carol,Rai,1980-07-18,S,F,carol8@adventure-works.com,40000.0,0.0,Partial High School,Clerical,Y,Ms. Carol Rai
11050,Mr.,Alan,Zheng,1951-09-07,M,M,alan23@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Mr. Alan Zheng
11051,Mr.,Daniel,Johnson,1951-08-04,S,M,daniel18@adventure-works.com,30000.0,3.0,High School,Skilled Manual,N,Mr. Daniel Johnson
11052,Mrs.,Heidi,Lopez,1951-08-07,S,F,heidi19@adventure-works.com,40000.0,2.0,Partial College,Clerical,N,Mrs. Heidi Lopez
11053,Ms.,Ana,Price,1980-08-20,M,F,ana0@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,Ms. Ana Price
11054,Mrs.,Deanna,Munoz,1952-03-10,M,F,deanna33@adventure-works.com,40000.0,2.0,Partial College,Skilled Manual,Y,Mrs. Deanna Munoz
11055,Mr.,Gilbert,Raje,1952-03-05,M,M,gilbert35@adventure-works.com,40000.0,2.0,Partial College,Skilled Manual,Y,Mr. Gilbert Raje
11056,Mrs.,Michele,Nath,1953-04-03,M,F,michele19@adventure-works.com,40000.0,3.0,Partial College,Skilled Manual,Y,Mrs. Michele Nath
11057,Mr.,Carl,Andersen,1953-10-12,M,M,carl12@adventure-works.com,70000.0,2.0,Graduate Degree,Management,Y,Mr. Carl Andersen
11058,Mr.,Marc,Diaz,1954-04-27,M,M,marc6@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,Y,Mr. Marc Diaz
11059,Mrs.,Ashlee,Andersen,1954-04-01,S,F,ashlee19@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,Y,Mrs. Ashlee Andersen
11060,Mr.,Jon,Zhou,1954-03-17,M,M,jon28@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,Y,Mr. Jon Zhou
11061,Mr.,Todd,Gao,1954-02-27,M,M,todd14@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,Y,Mr. Todd Gao
11062,Mr.,Noah,Powell,1975-09-02,M,M,noah5@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Mr. Noah Powell
11063,Ms.,Angela,Murphy,1975-04-07,S,F,angela41@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Angela Murphy
11064,Mr.,Chase,Reed,1975-12-07,M,M,chase21@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Mr. Chase Reed
11065,Ms.,Jessica,Henderson,1973-10-09,M,F,jessica29@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,Ms. Jessica Henderson
11066,Ms.,Grace,Butler,1973-11-27,M,F,grace62@adventure-works.com,70000.0,0.0,Partial College,Professional,Y,Ms. Grace Butler
11067,Mr.,Caleb,Carter,1976-09-25,S,M,caleb40@adventure-works.com,60000.0,0.0,Partial College,Professional,Y,Mr. Caleb Carter
11068,Mrs.,Tiffany,Liang,1955-09-23,S,F,tiffany17@adventure-works.com,80000.0,2.0,High School,Skilled Manual,Y,Mrs. Tiffany Liang
11069,Mrs.,Carolyn,Navarro,1955-09-21,S,F,carolyn30@adventure-works.com,80000.0,2.0,High School,Skilled Manual,N,Mrs. Carolyn Navarro
11070,Mr.,Willie,Raji,1955-04-05,M,M,willie40@adventure-works.com,80000.0,2.0,High School,Skilled Manual,Y,Mr. Willie Raji
11071,Mrs.,Linda,Serrano,1955-06-26,S,F,linda31@adventure-works.com,80000.0,2.0,High School,Skilled Manual,Y,Mrs. Linda Serrano
11072,Mrs.,Casey,Luo,1955-02-06,S,F,casey6@adventure-works.com,80000.0,2.0,High School,Skilled Manual,N,Mrs. Casey Luo
11073,Mrs.,Amy,Ye,1956-08-14,S,F,amy16@adventure-works.com,70000.0,2.0,High School,Skilled Manual,Y,Mrs. Amy Ye
11074,Mr.,Levi,Arun,1956-08-28,S,M,levi6@adventure-works.com,70000.0,2.0,High School,Skilled Manual,Y,Mr. Levi Arun
11075,Mrs.,Felicia,Jimenez,1957-11-16,S,F,felicia4@adventure-works.com,80000.0,2.0,High School,Professional,Y,Mrs. Felicia Jimenez
11076,Mr.,Blake,Anderson,1957-07-13,S,M,blake9@adventure-works.com,80000.0,2.0,High School,Professional,Y,Mr. Blake Anderson
11077,Mrs.,Leah,Ye,1957-09-19,S,F,leah7@adventure-works.com,80000.0,2.0,High School,Professional,N,Mrs. Leah Ye
11078,Ms.,Gina,Martin,1974-01-10,S,F,gina1@adventure-works.com,40000.0,0.0,High School,Professional,N,Ms. Gina Martin
11079,Mr.,Donald,Gonzalez,1959-03-11,S,M,donald20@adventure-works.com,160000.0,0.0,Graduate Degree,Management,Y,Mr. Donald Gonzalez
11080,Mr.,Damien,Chander,1959-07-17,M,M,damien32@adventure-works.com,170000.0,0.0,Graduate Degree,Management,Y,Mr. Damien Chander
11081,Mrs.,Savannah,Baker,1966-07-24,M,F,savannah39@adventure-works.com,120000.0,2.0,Bachelors,Management,Y,Mrs. Savannah Baker
11083,Ms.,Alyssa,Cox,1966-03-15,M,F,alyssa37@adventure-works.com,130000.0,0.0,Graduate Degree,Management,Y,Ms. Alyssa Cox
11084,Mr.,Lucas,Phillips,1957-09-12,S,M,lucas7@adventure-works.com,80000.0,2.0,Partial High School,Skilled Manual,N,Mr. Lucas Phillips
11085,Mrs.,Emily,Johnson,1957-07-19,S,F,emily1@adventure-works.com,60000.0,2.0,High School,Professional,N,Mrs. Emily Johnson
11086,Mr.,Ryan,Brown,1957-12-23,M,M,ryan43@adventure-works.com,70000.0,2.0,Partial College,Professional,Y,Mr. Ryan Brown
11087,Mrs.,Tamara,Liang,1957-10-03,M,F,tamara6@adventure-works.com,70000.0,3.0,Partial College,Professional,N,Mrs. Tamara Liang
11089,Mrs.,Abigail,Price,1957-02-05,S,F,abigail25@adventure-works.com,80000.0,2.0,Bachelors,Management,Y,Mrs. Abigail Price
11090,Mr.,Trevor,Bryant,1957-12-17,S,M,trevor18@adventure-works.com,90000.0,2.0,Partial College,Professional,Y,Mr. Trevor Bryant
11091,Mr.,Dalton,Perez,1957-04-04,M,M,dalton37@adventure-works.com,90000.0,2.0,Partial College,Professional,Y,Mr. Dalton Perez
11092,Mrs.,Cheryl,Diaz,1967-05-06,M,F,cheryl4@adventure-works.com,90000.0,2.0,Bachelors,Professional,Y,Mrs. Cheryl Diaz
11093,Ms.,Aimee,He,1967-09-10,M,F,aimee13@adventure-works.com,100000.0,0.0,Graduate Degree,Management,Y,Ms. Aimee He
11094,Mr.,Cedric,Ma,1962-04-01,S,M,cedric15@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,N,Mr. Cedric Ma
11095,Mr.,Chad,Kumar,1962-09-01,S,M,chad9@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Mr. Chad Kumar
11096,Mr.,Andrés,Anand,1962-08-10,M,M,andrés18@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Mr. Andrés Anand
11097,Mr.,Edwin,Nara,1961-10-27,M,M,edwin39@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mr. Edwin Nara
11098,Mrs.,Mallory,Rubio,1961-05-01,S,F,mallory7@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,N,Mrs. Mallory Rubio
11099,Mr.,Adam,Ross,1961-03-08,M,M,adam2@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Mr. Adam Ross
11100,Mrs.,Latasha,Navarro,1960-09-15,S,F,latasha10@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Latasha Navarro
11101,Ms.,Abby,Sai,1965-05-08,S,F,abby4@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Ms. Abby Sai
11102,Mrs.,Julia,Nelson,1965-04-21,S,F,julia7@adventure-works.com,80000.0,5.0,Bachelors,Professional,Y,Mrs. Julia Nelson
11103,Ms.,Cassie,Chande,1964-10-17,S,F,cassie13@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y,Ms. Cassie Chande
11104,Mr.,Edgar,Sara,1964-03-11,M,M,edgar11@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Mr. Edgar Sara
11105,Ms.,Candace,Fernandez,1964-12-28,S,F,candace15@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Ms. Candace Fernandez
11106,Mr.,Jessie,Liu,1964-09-11,S,M,jessie9@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Mr. Jessie Liu
11107,Mrs.,Bianca,Lin,1959-09-09,M,F,bianca7@adventure-works.com,90000.0,1.0,Bachelors,Professional,Y,Mrs. Bianca Lin
11108,Ms.,Kari,Alvarez,1963-07-14,S,F,kari25@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Ms. Kari Alvarez
11109,Mr.,Ruben,Kapoor,1963-11-05,S,M,ruben1@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,Mr. Ruben Kapoor
11110,Mr.,Curtis,Yang,1962-06-06,M,M,curtis5@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mr. Curtis Yang
11111,Mrs.,Meredith,Gutierrez,1962-02-23,M,F,meredith34@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Meredith Gutierrez
11112,Mrs.,Crystal,Wang,1962-09-09,M,F,crystal3@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Crystal Wang
11113,Mr.,Micheal,Blanco,1962-02-21,M,M,micheal11@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y,Mr. Micheal Blanco
11114,Mrs.,Leslie,Moreno,1962-05-28,S,F,leslie7@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mrs. Leslie Moreno
11115,Mr.,Alvin,Cai,1962-02-12,M,M,alvin20@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mr. Alvin Cai
11116,Mr.,Clinton,Carlson,1962-10-07,M,M,clinton14@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mr. Clinton Carlson
11117,Mrs.,April,Deng,1961-02-21,M,F,april1@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mrs. April Deng
11118,Mr.,Alvin,Zeng,1957-07-03,S,M,alvin21@adventure-works.com,80000.0,1.0,Partial College,Skilled Manual,N,Mr. Alvin Zeng
11119,Mr.,Evan,James,1935-04-10,S,M,evan8@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Mr. Evan James
11121,Mr.,Orlando,Suarez,1960-11-18,M,M,orlando19@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mr. Orlando Suarez
11122,Mr.,Byron,Vazquez,1960-04-02,M,M,byron9@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mr. Byron Vazquez
11123,Mr.,Philip,Alvarez,1960-06-20,M,M,philip4@adventure-works.com,70000.0,5.0,Partial College,Skilled Manual,Y,Mr. Philip Alvarez
11124,Mr.,Ross,Jordan,1957-07-27,S,M,ross1@adventure-works.com,80000.0,1.0,Partial College,Skilled Manual,Y,Mr. Ross Jordan
11125,Mrs.,Dana,Navarro,1956-04-08,S,F,dana2@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Mrs. Dana Navarro
11126,Mr.,Shaun,Carson,1949-04-07,M,M,shaun16@adventure-works.com,10000.0,2.0,High School,Skilled Manual,N,Mr. Shaun Carson
11127,Ms.,Jan,Edwards,1975-10-21,M,F,jan11@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Jan Edwards
11128,Ms.,Samantha,Long,1975-12-05,M,F,samantha35@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Samantha Long
11129,Ms.,Julia,Wright,1975-08-05,S,F,julia17@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Julia Wright
11130,Ms.,Caroline,Russell,1980-01-06,M,F,caroline21@adventure-works.com,30000.0,0.0,High School,Skilled Manual,Y,Ms. Caroline Russell
11131,Ms.,Amanda,Rivera,1980-03-12,M,F,amanda7@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N,Ms. Amanda Rivera
11132,Ms.,Melissa,Richardson,1980-10-26,S,F,melissa31@adventure-works.com,30000.0,0.0,High School,Skilled Manual,N,Ms. Melissa Richardson
11133,Ms.,Angela,Griffin,1980-09-08,S,F,angela23@adventure-works.com,30000.0,0.0,Partial High School,Clerical,N,Ms. Angela Griffin
11134,Mr.,Larry,Townsend,1946-02-26,S,M,larry14@adventure-works.com,10000.0,5.0,High School,Skilled Manual,Y,Mr. Larry Townsend
11135,Mr.,Marcus,Harris,1979-11-03,S,M,marcus14@adventure-works.com,30000.0,0.0,Partial High School,Clerical,N,Mr. Marcus Harris
11136,Ms.,Brianna,Morgan,1978-10-26,S,F,brianna30@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Ms. Brianna Morgan
11137,Ms.,Jasmine,Taylor,1978-07-20,M,F,jasmine7@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Jasmine Taylor
11138,Ms.,Lauren,Davis,1978-09-15,M,F,lauren23@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Ms. Lauren Davis
11139,Mrs.,Tanya,Moreno,1938-11-09,S,F,tanya2@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Mrs. Tanya Moreno
11140,Mr.,Javier,Alvarez,1977-02-11,S,M,javier1@adventure-works.com,30000.0,0.0,Partial High School,Clerical,N,Mr. Javier Alvarez
11141,Ms.,Nicole,Ramirez,1977-06-21,M,F,nicole42@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Ms. Nicole Ramirez
11142,Mr.,Eduardo,Patterson,1977-08-14,S,M,eduardo55@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Mr. Eduardo Patterson
11143,Mr.,Jonathan,Henderson,1977-02-04,M,M,jonathan4@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Mr. Jonathan Henderson
11144,Mr.,Edward,Hernandez,1979-09-09,S,M,edward48@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Mr. Edward Hernandez
11145,Ms.,Jasmine,Coleman,1979-12-08,S,F,jasmine46@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Ms. Jasmine Coleman
11146,Mrs.,Karla,Goel,1939-08-26,S,F,karla20@adventure-works.com,40000.0,2.0,Bachelors,Management,Y,Mrs. Karla Goel
11147,Mr.,Ernest,Wu,1939-02-05,M,M,ernest6@adventure-works.com,60000.0,2.0,Graduate Degree,Management,Y,Mr. Ernest Wu
11148,Mr.,Ross,Vazquez,1941-08-16,M,M,ross32@adventure-works.com,40000.0,2.0,Bachelors,Management,Y,Mr. Ross Vazquez
11149,Mr.,Theodore,Gill,1941-04-20,M,M,theodore14@adventure-works.com,40000.0,2.0,Bachelors,Management,Y,Mr. Theodore Gill
11150,Mr.,Russell,Shen,1941-03-15,S,M,russell6@adventure-works.com,40000.0,2.0,Bachelors,Management,Y,Mr. Russell Shen
11151,Mrs.,Melinda,Gill,1942-02-25,S,F,melinda9@adventure-works.com,60000.0,2.0,Graduate Degree,Management,N,Mrs. Melinda Gill
11152,Mr.,James,Williams,1976-01-10,S,M,james77@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Mr. James Williams
11153,Ms.,Angela,James,1976-06-23,M,F,angela34@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Angela James
11154,Ms.,Megan,Walker,1976-08-21,S,F,megan25@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,Ms. Megan Walker
11155,Mr.,Hunter,Robinson,1976-01-26,S,M,hunter50@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Mr. Hunter Robinson
11156,Ms.,Maria,Roberts,1976-02-07,S,F,maria47@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Ms. Maria Roberts
11157,Ms.,Hannah,Long,1975-06-11,M,F,hannah32@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Ms. Hannah Long
11158,Mr.,Jason,Wright,1975-10-08,S,M,jason46@adventure-works.com,40000.0,0.0,High School,Skilled Manual,Y,Mr. Jason Wright
11159,Ms.,Brianna,Hughes,1975-09-17,S,F,brianna57@adventure-works.com,40000.0,0.0,High School,Skilled Manual,N,Ms. Brianna Hughes
11160,Mr.,Maurice,Tang,1974-01-08,S,M,maurice4@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Mr. Maurice Tang
11161,Ms.,Emily,Wood,1974-04-22,S,F,emily27@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Ms. Emily Wood
11162,Mr.,Chase,Cox,1974-03-05,S,M,chase10@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,Mr. Chase Cox
11163,Mr.,Gabriel,Wang,1974-12-20,M,M,gabriel21@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,Mr. Gabriel Wang
11164,Mr.,Devin,Brooks,1974-05-05,S,M,devin63@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,N,Mr. Devin Brooks
11165,Ms.,Jocelyn,Alexander,1973-07-18,M,F,jocelyn18@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,Ms. Jocelyn Alexander
11166,Ms.,Ashley,Martinez,1972-04-24,S,F,ashley18@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,N,Ms. Ashley Martinez
11167,Ms.,Jasmine,Barnes,1972-08-01,S,F,jasmine43@adventure-works.com,80000.0,0.0,Bachelors,Management,N,Ms. Jasmine Barnes
11168,Mr.,David,Rodriguez,1968-05-15,S,M,david83@adventure-works.com,80000.0,0.0,Bachelors,Management,N,Mr. David Rodriguez
11169,Mr.,Bryce,Richardson,1968-06-22,M,M,bryce8@adventure-works.com,90000.0,4.0,Bachelors,Management,Y,Mr. Bryce Richardson
11170,Mrs.,Carol,Howard,1968-02-05,M,F,carol5@adventure-works.com,90000.0,4.0,Bachelors,Management,Y,Mrs. Carol Howard
11171,Mr.,Jonathan,Hill,1967-10-09,S,M,jonathan43@adventure-works.com,100000.0,1.0,Bachelors,Management,Y,Mr. Jonathan Hill
11172,Mrs.,Gabrielle,Adams,1967-11-21,M,F,gabrielle58@adventure-works.com,100000.0,1.0,Bachelors,Management,Y,Mrs. Gabrielle Adams
11173,Ms.,Sarah,Thomas,1967-09-01,S,F,sarah13@adventure-works.com,110000.0,0.0,Graduate Degree,Management,N,Ms. Sarah Thomas
11174,Mr.,Nicholas,Robinson,1967-07-13,M,M,nicholas19@adventure-works.com,110000.0,0.0,Graduate Degree,Management,Y,Mr. Nicholas Robinson
11175,Mr.,Luis,Wang,1963-03-05,S,M,luis24@adventure-works.com,70000.0,0.0,Partial College,Skilled Manual,Y,Mr. Luis Wang
11176,Mr.,Mason,Roberts,1968-01-25,M,M,mason25@adventure-works.com,90000.0,4.0,Bachelors,Management,Y,Mr. Mason Roberts
11177,Mr.,Jose,Flores,1942-07-04,M,M,jose6@adventure-works.com,110000.0,2.0,Graduate Degree,Management,Y,Mr. Jose Flores
11178,Mr.,Nathan,Johnson,1943-08-24,M,M,nathan55@adventure-works.com,100000.0,2.0,Graduate Degree,Management,Y,Mr. Nathan Johnson
11179,Mrs.,Molly,Rodriguez,1943-06-14,M,F,molly18@adventure-works.com,120000.0,2.0,Graduate Degree,Management,Y,Mrs. Molly Rodriguez
11180,Mrs.,April,Anand,1943-01-02,M,F,april18@adventure-works.com,160000.0,1.0,Bachelors,Management,Y,Mrs. April Anand
11181,Mr.,Devin,Martin,1943-08-08,M,M,devin13@adventure-works.com,170000.0,2.0,Graduate Degree,Management,Y,Mr. Devin Martin
11182,Mrs.,Stephanie,Torres,1944-08-25,S,F,stephanie19@adventure-works.com,70000.0,4.0,Bachelors,Management,Y,Mrs. Stephanie Torres
11183,Mrs.,Jasmine,Lee,1944-07-15,S,F,jasmine19@adventure-works.com,70000.0,4.0,Bachelors,Management,Y,Mrs. Jasmine Lee
11184,Mrs.,Meghan,Hernandez,1944-11-16,S,F,meghan3@adventure-works.com,70000.0,4.0,Bachelors,Management,Y,Mrs. Meghan Hernandez
11185,Mrs.,Ashley,Henderson,1944-10-08,S,F,ashley31@adventure-works.com,70000.0,4.0,Bachelors,Management,Y,Mrs. Ashley Henderson
